First,Second,Third,Forth,Fifth
-73142.82281760039,-73809.11435644454,-75396.00770482919,-71916.0945319764,-73109.78401822073
-73754.83650140135,-73849.99709914754,-76570.72012849589,-69324.8504232571,-73094.34597995783
-62642.659424522375,-62627.274343024466,-41037.15902795251,-61202.430658277735,-61927.728470127404
-73052.94001694048,-73078.62641852428,-72552.65397809786,-73063.96334434517,-72899.64709761133
-75756.02457618898,-75876.15566456092,-74716.07975262433,-75639.56013832135,-57094.68293149076
-61765.39140827794,-61748.58157341617,-61814.95545423147,-61857.43979900673,-61827.64063635756
-80804.34766982133,-80784.50193728847,-80800.79628720472,-80815.40950385953,-80832.09203067287
-71583.73409890219,-71562.76189832887,-71469.74114358048,-70733.36508240117,-71622.52434499782
-66871.03682959403,-66812.70973956933,-66782.8720310792,-66864.29688626644,-66795.43743774157
-56845.93392686043,-56856.432240741524,-51791.045081501536,-55998.998699045536,-56853.45892730312
-73782.35924600404,-73057.73534619603,-73791.60839284527,-71808.63204412899,-72579.40844130349
