First,Second,Third,Forth,Fifth
216.74422988252547,118.52230130460022,169.57724765531876,136.44929764323928,146.43763065014832
252.27671351695201,252.68831283951062,256.60748459964225,256.3275176379731,264.011319623565
58.8535886952837,50.95190343702559,67.1921303353675,82.64277898732544,65.51504543634901
718.6050106594813,187.29295429180337,182.54929224902008,180.56925939658004,183.65020983356467
168.6502304139704,164.54478434291133,133.99712902941187,185.69969511314827,152.6765256143401
267.515665912796,328.9675230487877,305.80567756598185,427.55797553580567,371.8285731846793
118.48020958943926,139.74496205147983,327.2344614689316,145.71921622224986,75.44390058992353
289.0845148322038,184.3864894745081,181.30446942049232,162.02093402266559,304.0608126536149
-110.55957924906912,-127.02855421722644,-112.44936660336852,-92.02836698219696,-98.55293197780287
108.51535897106979,104.05358317588482,139.9823345799801,115.69327058678905,107.21293388028387
-57.21364356391789,-105.45892816166183,100.93327147010193,-49.88749372620922,-101.18250683435602
-28.1712940727937,-48.11618737651801,-53.392671853435886,-8.167314223680764,-22.89279339446005
223.82775624239437,47.59923178918507,192.0573863413836,97.00022519668235,54.113228737783295
163.75704023513495,161.41966790171585,174.66854986250698,154.682747634045,239.20389115915376
-124.81080105845624,-97.96684826488779,61.673631300608044,-68.58798042704794,-97.91124388854286
-76.55193528552546,-97.2593024571397,-96.08579204245524,202.87949769370118,-62.65785414347849
-166.7118364605734,-196.00662183025844,-161.51590931103755,-108.68434495942228,-183.53353121449368
61.08105064188816,52.30790736466022,59.38853899603733,59.45604078818624,66.00174507545495
148.08801924440402,123.71093991999281,144.739592742166,112.50964539428075,245.26100173631454
148.40003626419755,363.15665779027046,213.220013657802,142.06347917636626,265.48297842857886
164.78595642796984,145.7677454203803,148.29884416455778,137.84293573288596,168.90626436511425
233.52823424816572,164.58024554789077,210.38031719389463,144.38051397742882,152.14877336327476
289.4957606483593,59.343292097644564,68.53252383771614,346.3651873453636,256.2676644590853
112.03935750707987,138.6208025749156,140.04348353604232,145.11517052060069,161.33721981861888
67.79904978507281,29.753961123336783,113.12777864987193,51.92415126847836,64.21383610131512
316.8451174441724,210.4630859829809,160.18246626440174,143.4462053907875,168.57450570191799
187.7385447265078,512.4690423108281,232.3304542119893,261.91577694899587,160.9399898982855
31.117109770498427,41.51193904519496,14.803180223632607,15.197206799961565,17.285232562953595
319.3447167207907,145.4217999361451,136.5876075395936,135.5215655289964,250.73226193544602
114.44642168086165,104.59565494350237,140.0735998275224,213.50562922829795,292.5681009088519
-3.305092278091138,-0.5250794893565427,19.410188237271086,-2.895652655585451,4.650841657227731
129.49371512179604,132.76195693566004,148.86826576070126,129.71314168173214,125.21201430489631
-40.02630318986661,-38.39025204586537,-26.565977788397532,-45.79575339010057,-46.70493460723246
160.03366377624843,223.82256920560505,174.06492168404807,176.3059645908828,221.61176751995842
252.16954581183654,234.29220310426072,236.22377811814965,297.1524698495158,220.87519848163268
1.7486005710575796,80.37009879176858,70.34185939013865,26.174627644920946,21.575626649777774
940.4274133837677,-50.08831001189543,-71.33806208172362,28.819285760209965,-73.71911846066166
217.52069173490207,191.17585427743026,158.3560481594861,171.21480397444256,206.0116422800026
18.144125612127052,-22.907623206700865,-48.311043063964604,156.79739820174166,-29.63141479612598
530.1246340164887,99.0635848890226,299.3435629349065,95.00342637299148,150.3359879720116
118.6525766950438,111.17883175678664,167.80181552986843,160.7423448245469,137.40812828870943
17.855594443268487,323.9116762915362,262.05719077637247,-11.445086245884838,-6.876297119094311
74.23976371950667,45.878094294722366,55.25757074041951,33.1900172107442,64.16902986796751
191.44574219569526,127.36044167311675,60.27729038378438,210.31369966546325,139.71977644525091
