Torsion_1 Torsion_2
0.10069803101607319 3.096208407366562
-0.3511653120732125 -3.0808899832643135
-0.39156276122722045 -3.0732835834768113
0.6413396320526593 0.6414233638626751
3.1354844509184745 0.08541980703922852
3.074898720755868 0.014784366929806354
-3.1413020455761886 -0.00023871037382592955
3.00158397071402 0.0434431324978878
3.1328674185560463 -0.004345668413644129
-3.132877558809303 0.004473128029064532
3.0031757258228553 0.041929520662534005
-0.3904752771536588 3.1388045138003893
-3.058263079578678 0.020354539800022418
0.47659231929992557 -3.0946861149346634
0.22848979043624681 -2.9880737050728046
0.47659231929992557 -3.0946861149346634
0.47659231929992557 -3.0946861149346634
3.033651104770439 3.4797301270739833e-06
-0.4765028776085304 3.0950244695064475
3.0031757258228553 0.041929520662534005
-3.1415435473917697 -0.00010392184504589193
-3.1415435473917697 -0.00010392184504589193
3.1320475003618826 -0.003919336393883361
-3.0809662133538955 -0.201769213606157
-0.6260089540814583 -0.6256870417552038
0.6370098604236551 0.63689331789647
-0.4765028776085304 3.0950244695064475
3.00158397071402 0.0434431324978878
0.646588335245738 0.6464821396270216
-0.3668432459732639 -3.072799970015627
3.064772850775898 0.019304477994132554
-3.0409296698603923 -0.022836002326089278
0.646588335245738 0.6464821396270216
6.985791813044329e-05 3.141535568356048
-3.0721538110984734 -0.01603529460481938
0.47659231929992557 -3.0946861149346634
-0.632098659649833 -0.6425197831361965
-2.9349750766398723 0.36738789091328494
-3.1415435473917697 -0.00010392184504589193
0.6356080262919814 0.6358615752523511
3.094738450597216 -0.41010270077297784
-3.0684853032030937 -0.10100415039256018
-3.0658803300954065 0.11909620795633755
-0.4765028776085304 3.0950244695064475
0.6413396320526593 0.6414233638626751
0.617897753000983 0.6395694709055945
0.47659231929992557 -3.0946861149346634
0.6336127482204765 0.6350177418103312
0.3656472174854481 3.0630333821336637
0.6370098604236551 0.63689331789647
3.094738450597216 -0.41010270077297784
-0.00011834407869973994 3.1415623292220496
-2.905820964018697 0.39336194756169807
-6.539045578243292e-05 -3.1415655131271314
-0.4765028776085304 3.0950244695064475
