Torsion_1,Torsion_2
0.030637160508192058,1.3474427111267369
0.030637160508192058,-1.6997620353496394
-2.8893047867271,-1.8043673415061867
-2.8893047867271,1.431613219197024
3.0610673103360053,-1.679746584879717
3.0610673103360053,1.4946313296865354
3.0767049391435592,1.799474656463413
0.03463918858112277,-1.2474890268766934
0.03463918858112277,1.903363445888425
3.0985437939331497,1.476034238404235
3.0985437939331497,-1.6755852689523953
3.0150841735033227,2.25809840523805
2.769731318083285,-0.8543773630424574
2.770031811275382,-0.8546136095423761
2.817817090548689,-0.6876766021852391
0.06415697954790482,-0.8851007990929598
0.06415697954790482,2.252386949995984
3.111800575994991,-1.3157891137004494
3.0966521388115016,-1.2329521676063222
-3.0655642786452537,-1.5365361622393954
-3.0655642786452537,1.6453791766140018
3.107459798301032,-1.3152240712563155
2.8500192218368325,2.3398410813685246
2.908461599371092,-1.0822660606670547
-0.0694868777621571,1.975960625432599
-3.063262641525137,1.2637658578077113
-3.063262641525137,-1.9207967477382772
3.058157630953524,2.2786497091693794
3.057348570959886,-1.1487657787800456
3.1395084945338096,1.6459834194708067
3.1395084945338096,-1.4913941042965873
0.06604419452389133,-1.716396899039291
0.06604419452389133,1.4135182296260766
-3.0143196977178417,-1.6934679101802035
-3.0143196977178417,1.4491311887257985
3.0948328079804632,1.5670765909724422
3.078874297308138,1.5144862509513588
-2.9485088482062403,-1.7430884143685503
-2.9485088482062403,1.399012573763125
-0.07522321342181046,1.7063343959823538
-0.07522321342181046,-1.4267993964402026
-3.056951173992892,1.1659529490252523
3.057816400210196,-1.1668614982181225
3.0110481570073415,-1.0931768374508957
-3.087177354514455,-1.4284958123695497
3.008931070830908,1.8215075644038417
3.008931070830908,-1.4276565562109977
0.031173717590528442,-1.1842813333395774
0.031173717590528442,1.84973985322517
0.31060484976875535,1.0779319561303344
0.5420650716967238,-2.149200497886711
-3.1275155738321523,-1.5400689809906878
-3.0760193590585954,-1.8224635575800476
-3.0760193590585954,1.3303432655822658
-2.9846856646450406,-2.210824649082657
-0.032919817282157746,0.9006248032614631
-2.9970178743789813,-2.155688072214427
2.8559908624923454,-0.9604082576846253
3.003925844854974,-0.7381175830122885
3.1366577055854057,1.3778068941674797
-0.07586350087891183,-1.0578981612382745
2.9976750269700942,2.116186167040422
-2.9849967681643,-1.9586315162634964
3.0354224688132563,-1.231539372124795
-0.09511090594347077,2.0333184672861626
-0.41301496520605496,-1.0785220699029112
-0.5033034042967152,2.180927355636042
3.0502795431671164,1.5148480477837472
-3.021216814652528,-2.222949843777936
2.998915603775663,-0.7794518887615323
2.9989386459304845,-0.7794067903470019
3.1379079492869706,1.3807688844482633
-0.0009255395132327797,1.6915904331298195
-0.0009255395132327797,-1.3756596895208701
3.123856514368779,-1.4709346680865516
3.123856514368779,1.7450005164423454
-2.990940935190828,1.917158794753718
3.000840485938189,1.6057142743852488
3.050577561541708,-1.2968875522576802
-2.966010794405598,1.2256050802097613
-2.639342249278409,-2.295985334835783
0.16512559281213796,1.1209887791725188
-2.867602383942928,-2.068103433980458
-2.867602383942928,1.1328894420810838
2.970614403720313,1.9554558973075837
0.2055847080100528,1.1517123253741604
0.2055847080100528,-1.913389755097122
-2.764109380958157,-2.139977968768223
-2.764109380958157,1.0781052579400812
-3.1281050562173243,1.111821960317625
3.063315437129522,-1.0765667180421572
2.984113346114294,1.929218203894391
-3.1378533276282563,-1.382403872684112
-3.080361884982198,1.3039962818223072
-3.080361884982198,-1.8743151749798692
3.0009646501247884,-0.8326254970173765
0.014848649197495135,1.7125434352008495
0.014848649197495135,-1.4587809158012217
2.6109694977473086,-0.6035316090257138
-3.104388876292146,-2.1014370484154092
0.027024809826382203,-1.1323933910148833
-3.131388298488386,-1.6286757114322783
