First,Second,Third,Forth,Fifth
-105.87806930565532,-106.70553437542874,-106.56990478091548,-106.18539482282088,-106.56393500446467
52.83722267295668,51.61428425343051,52.3724454905896,53.581288375733635,52.63820701516967
-30.22171705649113,-30.12627629354047,-28.572715492317187,-30.33963808651724,-31.66704092702281
-50.757717541098714,-50.69109348956218,-50.65302169628541,-50.67420142816215,-51.112568478114454
40.145099793829786,38.36311211444034,40.3980187773349,39.855862766469926,37.31558013743341
122.03653680645542,122.04926176723495,123.88311632548195,122.76416942481657,122.5059916429346
61.931608819804836,60.603819187131364,61.109828247166504,60.966730428996826,60.35149826397105
-21.70232435750762,-18.603481384377943,-22.19471955558516,-20.668554715280138,-22.076523607487417
46.573362933258224,47.07070325105221,46.68061926758263,46.19928117094036,46.85718450150332
-62.30097342449639,-62.11057891928651,-61.24992664971336,-62.78107676468167,-61.90878391353708
36.213950225560964,35.039436928814155,35.67904879369766,34.76357005593837,35.50918543618007
218.97584373639552,217.669255085359,207.6930761533779,205.3343650621502,213.50692181323646
60.588174887139544,60.02779223772464,59.89949554356907,60.14169152653862,61.75055951969503
-54.93245485054936,-57.291112518415304,-57.55977105222864,-58.05772239402572,-57.15824292683763
0.09692245117074094,0.30773915270513896,1.5664696210755125,0.15964039454472356,3.236561830773013
47.25499674413767,46.71136848808671,47.18186361723001,47.03916310783172,46.64709598478425
-55.03582848971351,-57.686946358802686,-56.73925932218194,-57.34038329833834,-56.68354629212334
-64.43734137555435,-64.08656256216918,-64.10477989283804,-64.0242161665318,-64.08799532106305
