First,Second,Third,Forth,Fifth
-59.13884400663123,-56.42644244633341,-59.544913485338014,-55.97229560012971,-56.97636852879131
143.43972503832794,144.50171295628058,143.3733274373958,143.5804676121952,144.62647957004543
79.13321257379465,78.88439638467997,80.49770960907223,83.98171123803534,81.54145079622758
50.60360792385103,49.0692327809168,51.53618776349097,49.00078845840615,48.98540444871747
52.12390801256835,48.10573816566604,53.528337115564135,50.93805125024232,52.819401503515564
148.8335597072831,138.80882279924538,141.78575590967245,139.33026319410848,144.28375768256657
122.56501225736994,124.12842324219483,126.11193446179308,123.07172620773935,122.96139090408651
-28.62637011922328,-26.187573354054763,-33.599502463251156,-33.59428968961514,-30.680163245685122
-62.6596206106289,-64.62363042194298,-57.2753425882533,-64.17381531179326,-60.07262433153956
40.46510973653771,40.941204278311886,41.39170759385004,41.797029531270276,41.270583710063725
112.74526487489786,115.68807155932214,113.58937766774422,114.1348283738444,114.11323026283286
-117.86763373385551,-116.19340656421106,-116.38621622419565,-118.10168734924098,-117.17580787651912
48.86437505691874,44.256279210943845,47.91004706226033,43.62569648089982,47.84527021318309
-31.42207244026835,-31.545992797591154,-30.562798052361074,-31.31160678460327,-29.449048154126544
4.319262311835743,0.196588660271928,2.1167590234173446,-2.2615680649399508,-0.47259428436727546
52.95127831464989,52.88206035177881,52.486016207339134,52.87455019931078,53.86394722588266
51.152143333411786,53.53104659953451,52.72585296973613,51.832536022632226,52.170574397319534
-38.201643254506806,-33.7735435129576,-36.89997429933692,-38.97247934381315,-36.64957691680351
69.78734865185582,70.68267681292734,69.53893433276374,70.6120339097935,69.25530487951751
31.784406425647827,36.43715849965541,31.44188476720321,36.414855314343264,33.12322138808165
54.33269638855376,58.614912239769865,54.99531324933298,54.378571066339504,55.10947103170312
65.3843312180935,66.55543403863027,67.14925528815576,65.05220254925868,66.76555611901033
148.2510985786827,145.91639495624267,154.4634561585802,136.00918989953874,154.365437394301
44.1015882758074,42.096314573080384,44.078071443272165,41.56212310172569,43.31459739961987
58.122629003488136,57.97616952063224,57.64331928779591,58.356367746738584,58.529803287568505
22.350402856521363,25.76638995227144,24.13667536647447,22.651430234911203,22.085088148298112
20.2841173343583,25.131549758208383,22.75141970818641,24.309063685309575,22.57081545143786
-28.154942780324177,-30.564693074061992,-30.705748513482604,-27.84805069188303,-27.08499030373798
108.39089317824318,109.04305143644535,109.32008661511267,109.90435496396096,108.63463589241653
-29.131300259702073,-42.91859402515355,-23.99856530946532,-40.003133332375626,-36.63898603260694
64.38106629699823,67.3253060624818,62.16169939246606,75.78335960580515,70.35981616851133
70.8302971845671,70.37649644056864,72.73709703860527,73.34118731531059,73.8847855797053
82.87154258915588,70.55301450132362,70.95034964196174,82.0019718226419,70.93749144432039
86.88210620568103,87.79642601930266,92.94872013992578,89.85935369646737,89.57523292083252
77.33683811592319,79.5455923022797,75.82336284254376,79.61911462284337,79.12536390412703
120.42626094397778,114.75308935119779,114.33023167463503,118.08264881506668,117.88427367152721
0.19915063232308228,1.4572361291692388,-0.13504607554650505,-2.0282604142725233,-0.3316100090016363
196.19750376777148,196.35341913153013,192.73776583913656,188.50215687366347,193.98275220654273
151.17605484893755,151.44872047169838,150.13780945924086,150.019579173554,148.71344070534548
75.8692395213793,75.30140685016005,76.72540400995672,75.02119225029573,72.02067184452837
62.21781887568651,62.73905467906329,62.32170328240044,63.083947650969016,63.243179311428804
23.460803004626573,21.595658588530966,22.02067748199503,22.32221287737192,22.695615542869763
77.60142436205093,81.84873378359156,76.56654428246833,82.95565343883229,75.84219122395717
-19.905908473233737,-23.092470579793016,-18.011129076207737,-16.42144775764733,0.3805806418365876
68.4061305225936,54.600203165233786,56.373442663273735,61.46405480142057,53.554303971942325
93.14807694999668,90.16918452527887,92.1743673232069,91.50471262314757,92.00200174544088
-19.137698223900642,-19.810348301179133,-18.79247287673651,-19.62176884439547,-20.746341988974507
-19.532754749641036,-18.21764924768226,-19.90960937011063,-20.69961568612814,-20.15747081907371
86.66901901586115,87.28138579209043,86.64800885172352,86.53622187040469,86.75532796165425
-31.454881879854426,-30.09445067216525,-34.02846447778431,-34.7562708863846,-34.6043422841405
57.316684902157945,59.77751188498701,59.46819883024165,57.97951383717803,56.93846196546951
71.33012425576368,70.74330247365086,70.80100900737006,73.68002429343443,72.60577195787735
74.16282513189088,72.21359343726263,72.28471265113967,72.38580615079672,72.03535452982595
