First,Second,Third,Forth,Fifth
-47346.43614111321,-47120.78511346116,-47143.201617613275,-47167.08376023748,-47058.50859331509
-51559.297893123425,-52021.28071507394,-52975.817891386985,-53689.1859380705,-50978.153469745615
-53421.25730721731,-53422.72304772782,-53426.1477601228,-53391.46664900349,-53282.641853919085
-45150.433878541786,-45170.39274784123,-44686.42479287812,-45068.44672359018,-44976.29388738522
-47392.73108554917,-28632.074705123006,-38904.539003614766,-47387.549962703604,-47237.19690640493
-49955.231805855525,-50194.861704310555,-49221.600998320486,-50040.64463686138,-50294.60781104874
-64506.69746603603,-66094.3006512477,-66595.17750989721,-66102.5688753157,-66519.14083902413
-52903.80575939144,-52644.51542339561,-52031.491641129855,-52998.67918525969,-53010.74551257562
-50348.4775865012,-50160.793590485286,-50325.48225288059,-50137.83437977063,-51453.1876599078
-55851.071474359014,-55826.44593013357,-54005.57404689736,-55817.17755029687,-55849.93469352044
-62500.925243554295,-62560.68553910369,-62544.593798368456,-62450.05773598659,-62398.42719217824
-46589.248999923926,-48796.41608796421,-48889.669457012824,-48883.71724517456,-48882.022393651794
-66088.41546759778,-65289.0617211772,-66094.4590640902,-66088.97470748263,-65912.31900744274
-65601.93799496128,-68255.64644580576,-69003.49461279275,-68160.15588930096,-68090.33726365205
-53008.748718973875,-52586.975098931915,-53013.805873140955,-53012.134922596844,-53012.84497574134
-51655.16979332204,-51871.50438805646,-45699.93580692498,-48490.43462499972,-52898.40871141075
-69264.24847691794,-69312.81561361393,-68511.60942278303,-69276.04261953896,-69309.00289977397
-79311.2458549763,-79314.01805620332,-79278.43907445707,-79312.88517009097,-79306.11640150103
-50338.26861665582,-52217.73946452501,-51605.88810487066,-52242.98535248507,-52219.829861866885
-57412.2512444348,-67022.70031830964,-66978.41084690044,-67033.0227424548,-67041.42369666754
-54650.80342560165,-54673.22520858872,-54656.18815685547,-54695.02384418876,-53883.44789294759
-39808.437402370684,-39776.750159789466,-39815.544263555545,-39807.70883541537,-39785.13718195791
-44541.75281370912,-44348.80587075272,-44519.7377732389,-44587.62168156632,-44566.37280799387
-40006.154781544064,-39644.468988899236,-39702.88779864241,-40030.06192909888,-38819.633846268734
-65794.18723934896,-65750.57136318051,-65857.00407752088,-65430.658983129324,-65643.22745775929
-56039.308997346045,-56168.04160486421,-55222.375416540286,-56164.57313654031,-56121.92626163655
-53837.75825861631,-55285.560711629296,-55404.39369001959,-54800.87142320958,-55377.847165190586
-51036.55150267829,-51025.15560288269,-50966.94946940909,-50957.18757359828,-51307.99872391925
-48767.82621440298,-48904.04427645543,-49188.012384907306,-49183.90368190199,-49194.90125400717
-58397.24298295187,-56482.46246153997,-58116.66638518789,-58303.00513733964,-55315.28717480288
-52541.052229576184,-54102.81127603413,-54478.87056113664,-54424.73652593838,-54536.15551023171
-62432.64487797216,-62427.043685511846,-62433.559561998496,-62425.39757734762,-62409.677597958915
-53407.256750372,-53356.26909531403,-49288.888013714655,-53287.42644140876,-53396.07434826921
-40771.74786521276,-40931.72962297937,-40917.41926769357,-40943.84902568041,-40936.146994077404
-33175.440085686714,-15723.674160324405,-33180.66420101833,-33177.331306534245,-33181.650143834864
-55939.732070359525,-57707.26008947881,-57868.419424338244,-57881.03682032,-57441.817695096455
-69484.1418064179,-69507.98772299019,-69050.00607446655,-69485.48193023348,-69533.94746906776
-55906.69646382222,-55917.03922587617,-55918.56967825538,-55814.37594612412,-55911.662597721865
-51158.13413729113,-51340.013470224294,-51327.58486097906,-51366.60355131611,-51362.29160623705
-48667.12523424008,-48724.75355438292,-48997.0116657625,-49268.16639653341,-48498.746614250995
-39279.856105796316,-39278.33382863019,-39264.56146499743,-39193.107417599625,-39167.635514515285
-54673.92864100832,-54672.99198596179,-54669.04760929119,-54666.32876812278,-53094.86945062856
-48456.211133573925,-48526.14452640701,-47515.24869084291,-48542.31780298122,-48557.24081842978
-58955.188367650124,-58931.34985725638,-58947.7101008717,-58946.839117912576,-58924.62754525874
-55715.735497392285,-53912.193254896345,-55813.44047649536,-55681.89972099224,-55863.33988659165
