First,Second,Third,Forth,Fifth
-52849.40083913171,-52855.124237175616,-52860.453667537775,-52852.21017358865,-52857.358772463514
-36877.0321925071,-36873.23074831235,-36875.857073740284,-36876.20173347601,-36875.97509802342
-28176.388778793556,-28163.824516966026,-28167.51255869625,-28163.441214286835,-28176.201908654755
-44120.53266600246,-44112.567101188855,-44117.75923172601,-44120.217502923915,-44118.065415167235
-39058.23970483483,-39058.93603212213,-39044.294083037996,-39059.15928480757,-39020.65502095215
-34774.96108546131,-35084.70089805029,-34953.584038650646,-34876.49830496255,-35032.67194335884
-45938.23771646377,-45936.02268644109,-45936.64112536368,-45938.95964074237,-45934.36238973316
-40526.92710290713,-40524.77383611874,-40527.1990736597,-40526.441299923965,-40523.144062066895
-39205.73406213823,-39201.75824353473,-39203.46550469452,-39189.44340018632,-39209.308347054684
-38741.95509651497,-38738.8121317072,-38743.48058610524,-38737.17365779268,-38737.94718185937
-50914.254728338514,-50905.036023441804,-50923.82651528223,-50906.94664340102,-50913.41759948943
-38305.51046810797,-38300.45766588055,-38300.45774256294,-38304.466958968536,-38303.35535153304
-40775.13559242203,-40781.375676731965,-40778.96442709971,-40775.575993573926,-40777.923599640526
-44295.77488260171,-44296.57418700579,-44295.31383139871,-44295.49208592674,-44294.38981838696
-47447.35463183078,-47448.285692065365,-47447.26015296973,-47442.10198984653,-47447.74674432759
-40924.606401136974,-40928.62045822881,-40929.15935504119,-40922.13149323175,-40929.626181348205
-41532.80768228588,-41525.09763308024,-41530.595236824636,-41532.757528811235,-41533.37374686449
-49437.587627024826,-49431.714122123136,-49426.84426593816,-49434.82494555073,-49434.665791689724
-35618.762510031185,-35641.07525650296,-35641.42170427986,-35623.535910327875,-35639.95584647769
-32731.309297991782,-33004.073425571536,-33012.244701674535,-32959.29446368169,-33005.73075766888
-33738.289870681496,-33739.50556625642,-33736.601193934446,-33735.99701428107,-33738.99937360764
-38395.15478472099,-38397.146088668465,-38379.07696816997,-38385.146302951,-38392.52871418544
-54549.859356998284,-54424.55761302292,-54546.71172638978,-54442.990672302985,-53481.236073919084
-47136.65051942424,-46992.043169581346,-47139.085501355585,-47139.91383311337,-47136.6545982646
-40071.82010443002,-40090.02355095699,-40154.81734305436,-40155.08969493411,-40155.116398506594
-34028.87875567729,-34002.943202711635,-34002.865815909565,-34042.6914250576,-34028.38439592842
-39969.64255054326,-39968.5498923603,-39969.29841205234,-39967.700541567596,-39968.903959662624
-47610.88609297254,-47605.695527456766,-47607.70459328999,-47604.44131323486,-47607.58783937935
-32950.37875882709,-32951.5490510484,-32949.66720409456,-32944.580490168264,-32951.42212680788
-44960.04676797769,-43149.34561098507,-43118.19921413771,-42964.14376068778,-43153.93658915537
-45647.66925642669,-45331.705808876184,-45359.520235363714,-45631.37734294109,-45653.86708161231
-32810.98843453279,-32809.59262091612,-32812.2341965123,-32771.96287697002,-32684.528994795597
-50807.12932413006,-45023.346008917375,-50825.364484775586,-51018.39262419952,-51055.84576758521
-34612.015174451735,-36464.62540050325,-34614.65577040873,-34618.18392285485,-38257.226577226334
-41832.74479565064,-41832.123432861066,-41832.41553806368,-41831.90279541114,-41823.238095911634
-48149.23383445785,-48124.730567145794,-48142.18392253936,-48143.861879935466,-48146.73071083064
-40630.6249556941,-40627.138364570324,-40626.97406563727,-40630.48270437705,-40622.969321138655
-45063.40596696196,-45055.28450151467,-45097.652878821886,-44936.62555411871,-45096.02287853559
-43977.458383463054,-43980.395841121615,-43979.30198928053,-43978.2067136457,-43976.06092076948
-29125.726188319262,-29126.870702516157,-29126.71156963373,-29128.647932956137,-29116.61870462177
-42981.01876840108,-42964.17546703037,-42977.64533084519,-42979.34992531008,-42980.1373911611
-31634.603930601093,-31633.9430375429,-31634.21446559581,-31633.393665802738,-31633.670580766484
-33418.001247974964,-33421.42636708722,-33420.55804004693,-33415.651280388665,-33421.47102954843
-40000.00259627703,-39941.496958167234,-40032.24104121044,-40039.24860461598,-39991.21345417526
-50479.01185464389,-50485.11379805479,-50396.14325890162,-51779.61022537519,-50485.03672547459
-48228.68830103565,-48230.40829202563,-48222.66735650697,-48231.76644795293,-48221.750394634924
-36484.923692883385,-36488.78734411368,-36485.071461659856,-36487.75507811012,-36488.930398513396
-30291.41408460424,-30292.808950325685,-30292.925740832758,-30290.888488013286,-30291.34673631121
-43182.90535841245,-43185.777850494014,-43186.29079785274,-43185.411505354125,-43184.1472546732
-42827.21810178627,-42824.81592352055,-42829.8502136132,-42828.62155536604,-42828.37401904555
-36932.09079378556,-36929.652457807715,-36930.549322691455,-36940.60490145323,-36937.99925560533
-27367.959357390333,-27365.57778579541,-27366.306536856093,-27366.632880993813,-27358.847680138584
-33308.45325985089,-33289.224456528966,-33274.23760573632,-33308.74964135431,-33307.847357756444
