First,Second,Third,Forth,Fifth
-73891.23735637494,-73878.98725777437,-73862.18930720036,-73887.1703160922,-73876.9748893892
-69828.73107635455,-69826.69749682407,-69809.34131055724,-69808.44738036423,-69817.55636543642
-65849.42503313116,-65852.10814801187,-65848.33142750537,-65844.12154488906,-65847.69695042701
-63000.723107464364,-62993.88182543189,-62992.06694206399,-62974.12505617063,-62995.94767098915
-75124.6637812345,-75113.15518464333,-75124.00334228111,-75130.85073952886,-75083.08902225517
-82592.17610209378,-82582.52097651237,-82581.70247610897,-82582.04177955803,-82586.74542153125
-77729.48412848351,-77741.74491020884,-77728.99917717157,-77733.11435614192,-77729.46865507522
-79357.2836409114,-79361.91612304992,-79358.95969171464,-79356.46503488655,-79364.94740083446
-59609.50912543947,-59601.16155523328,-59472.64677432647,-59596.46906401414,-59595.09408646029
-70323.03681553021,-70311.80909958793,-70312.39613002901,-70291.38189999638,-70302.34440596458
-59303.37473885314,-59309.889143157656,-59306.4367531075,-59296.5884891097,-59297.404846538484
