First,Second,Third,Forth,Fifth
-66722.96965947538,-66724.04687268648,-66721.96658815719,-66726.53316625103,-66719.65824352816
-56674.572885055844,-56830.44222849789,-54377.06332524288,-57278.9646615717,-57305.0714829761
-59720.82615536134,-59723.10536034428,-59728.82602798821,-59721.900527951475,-59723.12504035695
-76466.41220004168,-57424.133444088155,-79096.93912137552,-79171.45820685918,-78367.54900098025
-68562.78465838633,-68567.28038272179,-68571.03091489793,-68567.04564157875,-68564.13444637334
-41017.26142702203,-41017.98668288699,-41021.46761508903,-41014.832870744,-41014.37041507175
-68143.00410815656,-68140.9778199533,-68140.03687550566,-68146.71522352674,-68137.1672973427
-53224.924006220244,-53222.777062172056,-53228.01222496685,-53230.23756227818,-53230.16278495932
-51337.70345524362,-51325.04107719983,-51332.08738052582,-51320.23445832132,-51324.71458160996
-51010.779352257545,-51008.80093962299,-51013.14048997195,-51007.5032224946,-51002.04474546667
-57602.85614430977,-61559.8022605437,-62262.79324946135,-61602.73587720177,-62024.57570460684
-57458.083406790574,-57463.75283995684,-57462.148303993905,-57454.88758371522,-57460.64026509894
-57305.8465806327,-57305.51249002191,-57306.24784326674,-57306.474450902875,-57300.27914633895
-66047.49553388028,-66040.88756986854,-66136.11698484572,-66098.82395679221,-66185.88434237115
-57940.91577410763,-57938.58403306267,-57939.35501319918,-57939.687195898725,-57939.29456434584
-66867.29016426617,-66864.76491186715,-66869.56230729698,-66869.44631611947,-66863.54067560621
-74669.22933910853,-73783.60548526947,-74640.78452924971,-73827.86940999719,-74677.48992638229
-64468.29112932172,-64465.992175366366,-64464.628653706655,-64463.87627633412,-64461.97542559611
-188.59043696820748,-58023.01284770587,-58637.95048471279,-57887.08764589166,-57829.8659656732
-73729.7048665762,-73727.77935956101,-73728.85070136568,-73729.7171001637,-73728.06522734083
-51388.91858844777,-51404.6210873073,-51409.74804355469,-51408.20686105034,-51403.331846019704
-60850.72683129166,-60853.760634121776,-60853.19113939849,-60854.21179030489,-60856.9387323364
-72434.65741125387,-72422.55468721982,-72442.16395932113,-72429.94446042734,-72435.53956986939
-49325.37310292017,-49325.460420898686,-49331.918198777406,-49327.4715494085,-49327.134575182325
-70146.77573579151,-70147.94760133415,-70147.32867422786,-70150.43099705101,-70146.21965436015
-55959.80542268728,-55958.36438923062,-55961.640987554085,-55956.51653578094,-55960.76547568399
-69194.41899155824,-69181.70331107412,-69175.5935889191,-69170.37417918927,-69183.06129007842
-40660.30002370797,-40664.67352579657,-40665.89854412079,-40667.205093533186,-40660.55901619052
-71149.05552330155,-70010.6732342608,-73350.05402434176,-73292.66023778945,-73771.2863632571
-67158.67628313441,-67157.99669092763,-67159.19761184059,-67152.2562382909,-67154.60139169153
-59473.45888683761,-59464.87610989654,-59481.28449496423,-59472.93599337108,-59472.00277577456
-69050.08710293101,-69287.26785136938,-69966.33989598321,-69072.27843347711,-69038.56157117781
-47382.86809930827,-47381.4192743435,-47395.024843486375,-47390.487956100325,-47381.96244547064
-35669.13372545184,-35671.48937921095,-35668.33278382246,-35671.558813254356,-35668.88934090385
