First,Second,Third,Forth,Fifth
-74084.3638656318,-74101.25714508086,-74076.73805730407,-74099.5442956577,-74076.91761675662
-71785.5552502135,-71783.94978651378,-71764.11693637334,-71794.40476391457,-71794.07123989487
-74769.46977167732,-74769.83950942043,-74785.7449296686,-74754.94540335496,-74770.6194519581
-73468.71979458851,-73483.23907209313,-73480.77845487729,-73474.83184839424,-73478.80533296193
-73614.31956459537,-73631.57177218075,-73608.46994494656,-73621.0621124571,-73623.9089483829
-49316.77112904919,-49314.1069251937,-49315.511082836005,-49314.57634641151,-49307.03714085222
-67528.41902721672,-69646.05440341923,-70021.29721045104,-73830.00438911509,-72352.57079995434
-68438.66029935514,-68429.64042656886,-68423.83975448401,-68418.01464111164,-68417.9078471571
-77803.83045953124,-77770.80282193082,-77788.97188112898,-77783.34255115892,-77766.69106790067
-67566.53055543832,-67600.91311585637,-67598.56788828963,-67582.59430957567,-67565.80165565074
-75334.5514864583,-75317.21759031736,-75325.33055415243,-75319.45666408812,-75317.77129556185
