First,Second,Third,Forth,Fifth
-52861.64950384459,-52860.71895644505,-52861.17909710101,-52861.48585484655,-52860.36446994951
-36877.02976435506,-36876.070759405084,-36876.78831260277,-36877.02345890625,-36876.921921453315
-28180.88189342616,-28180.181940335304,-28177.21727741487,-28180.487059209598,-28177.057216263544
-44121.07440482007,-44119.93233946954,-44120.71152735186,-44121.18010172704,-44120.90109928979
-39058.88101450971,-39059.51471836375,-39059.256408053385,-39059.78477010774,-39059.91257599078
-35085.75504973907,-35085.233382598926,-35084.371269534895,-35085.448796006545,-35084.49075003533
-45938.35684327822,-45939.33570214371,-45938.53140195486,-45939.358768793965,-45939.088397997606
-40528.67902254854,-40526.68519261988,-40527.86520694341,-40527.97113530878,-40528.39397249156
-39208.37191741242,-39204.651375697686,-39208.15015179594,-39208.66099998394,-39209.31703119786
-38744.67153606203,-38744.11908224581,-38744.14999228839,-38744.22454922862,-38743.92490496239
-50919.620619170884,-50908.84158770742,-50926.8880682381,-50916.958578834994,-50929.2927404097
-38306.691815779275,-38305.569209488625,-38306.38217684741,-38305.73756046402,-38306.00433793685
-40780.761380042284,-40782.73318572369,-40782.31568485612,-40782.48164074621,-40781.12052156124
-44296.58309660783,-44297.29572419155,-44297.155731913386,-44297.29733343288,-44296.93980454938
-47447.998626439476,-47448.67716394365,-47447.77974170374,-47448.87863504862,-47448.54472289005
-40932.14702958828,-40932.36977456033,-40932.066378130854,-40932.10377567945,-40931.301866960246
-41533.69548916257,-41533.86188137789,-41533.82460964994,-41533.71549899113,-41533.47760757657
-49438.95501820156,-49438.547841840606,-49437.50101840243,-49438.169607760676,-49437.8703978581
-35641.31894171726,-35641.06783609144,-35642.214002891786,-35641.15514089434,-35641.19979593914
-33019.254323808455,-33014.959559232615,-33015.395753428726,-33016.87085018636,-33015.233774534485
-33742.140203957846,-33740.42358072207,-33742.21153892465,-33741.93122439871,-33742.06563945059
-38396.97687297235,-38397.1416392561,-38397.20169186516,-38397.507558465935,-38395.29446234806
-54554.40250853673,-54544.68805794822,-54549.11706016914,-54546.88867734304,-54549.284069371955
-47138.346457384185,-47137.76928485139,-47139.083717475376,-47139.918702724215,-47139.30430316407
-40155.489934344056,-40155.63678818035,-40155.5785463719,-40155.60727382704,-40155.267145758255
-34047.4935221435,-34045.02147697358,-34048.06952597448,-34047.49499303613,-34045.47090482655
-39972.201024226146,-39972.46204307249,-39971.445126605584,-39969.02468837225,-39972.575446800794
-47619.08323402313,-47616.97086022062,-47617.21301504714,-47620.15132514312,-47619.23729994722
-32952.35681864412,-32952.346733939135,-32952.06103587986,-32951.93534381905,-32952.26218109961
-43149.64989356626,-43161.21518460235,-43161.455718122605,-43161.605237962925,-43159.21639171972
-45655.96811146291,-45654.05264058295,-45652.88611503268,-45652.11842552687,-45654.518996139464
-32813.17136629709,-32813.31097327268,-32813.84208630774,-32813.18821920578,-32813.530552566204
-51058.66875082225,-51057.391033621105,-51056.994099276875,-51058.2073667807,-51056.18516354536
-34618.591539675,-33644.37836994304,-34618.03245571135,-34618.34699229138,-34594.94548884367
-41833.81175141793,-41834.33130424075,-41834.683588248314,-41833.51892779307,-41832.588448046205
-48151.022687916564,-48152.14585108459,-48147.437838057456,-48149.93011489098,-48150.41455319469
-40631.67465918034,-40630.78589514087,-40631.00493904513,-40630.7459633576,-40630.08202518497
-45095.35446442742,-45096.68687051446,-45097.71947338135,-45095.19151655961,-45096.0312073023
-43980.954056607065,-43980.38999743875,-43980.399990804835,-43981.93372784347,-43981.48100147213
-29129.42085214797,-29129.287157671904,-29129.342472396795,-29129.352482310678,-29129.18514222398
-42981.2158075865,-42981.53081047371,-42980.77375660032,-42980.68456621012,-42981.12849372313
-31635.033217412743,-31634.281344099036,-31634.751922127525,-31635.21846164696,-31635.174409897605
-33422.41452329516,-33422.16919906341,-33421.340546050735,-33423.07420026526,-33422.20173829742
-40041.29523673444,-40042.33755460904,-40042.25513675732,-40041.16463451123,-40037.94317934161
-50487.55230993907,-50486.40553860711,-50467.810617258874,-50162.33572303843,-50487.108022249224
-48237.71975731003,-48237.55578234645,-48238.629098495774,-48237.63854781184,-48236.50771821275
-36489.61212093712,-36489.456521537315,-36489.544038696884,-36489.225717790476,-36489.016862633216
-30293.880513909557,-30293.824839305886,-30294.339688966003,-30294.068641471757,-30293.845956698926
-43186.49628311349,-43186.966590563345,-43188.170495379374,-43187.743326855874,-43186.85862510709
-42829.76991653514,-42829.55387453253,-42830.27238051429,-42829.385307521436,-42829.749768260626
-36941.68341554588,-36936.21779134754,-36936.70361585836,-36940.59711072322,-36939.20749471509
-27369.842816008906,-27369.879846816377,-27369.673640148994,-27368.394395936633,-27369.849334766302
-33309.165519534494,-33309.63246063448,-33309.11828327974,-33309.14376709388,-33309.73760639941
