First,Second,Third,Forth,Fifth
-66381.02384911582,-66381.68946472144,-66378.75002109566,-66378.1635961582,-66374.55327673172
-67402.124205101,-78459.57403418618,-78352.81798717535,-78598.1472312918,-79450.28201765251
-59265.755082285184,-59262.49562059579,-59265.46351981548,-59265.48461255466,-59270.199848994715
-51081.49519929618,-51080.48781709,-51082.43231694827,-51084.34120489201,-51085.69959633071
-63135.8598511254,-63141.68041142178,-63135.447734178335,-63137.337040601815,-63137.249758941114
-47869.25424734863,-47864.21676414192,-47868.33325527249,-47853.434475919574,-47854.09708875572
-43978.95145777127,-43974.40982600456,-43970.80160365922,-43959.37055948431,-43968.3968030045
118137.62195833771,-56868.12336614037,-56720.85798952938,-56576.0904044403,-57006.22206207243
-51252.651833556825,-51282.323214855074,-48584.75754898336,-51106.216311538825,-51648.944886115554
-36697.888522216395,-36699.05420332298,-36689.45924646196,-36710.10389026136,-36698.36411961299
-51930.365204351925,-45087.168357743445,-51657.23911665813,-51929.845907165705,-51925.68397407899
-34715.864736941716,-34719.99286296895,-34718.122325410586,-34711.87867285016,-34720.91414024322
-51793.841018098035,-51790.91224294362,-51826.33996766036,-51790.04777410278,-51804.7390014076
-55985.863748167074,-55983.51391738959,-55705.081735372136,-55983.95475465084,-55346.448352378204
-55119.132466589595,-55120.857559105636,-55121.95097145326,-55119.34818970674,-55123.62380985496
-51527.260419746635,-50973.16692256378,-50993.05249885546,-51324.93340781062,-51290.207284962955
-51351.97846507839,-51858.677497730896,-51901.270446376504,-51555.529834390356,32679.34763672036
-59097.90692948244,-59094.063295761305,-59094.3129734475,-59098.61855738964,-59088.34025843955
-61052.71321567831,-60824.07858177627,-60768.59821433078,-61353.53764257048,-60983.90677467566
-43776.2316689929,-43780.072453710294,-43766.410493163596,-43778.68576485977,-43768.55412773977
-69375.17337155157,-69032.96728479362,-69140.47499888088,-69328.58677470569,-69041.39586158207
-74344.22979691093,-74337.54089400914,-74339.79056730596,-74334.17501370431,-74336.14105282199
-53293.97924094921,-53293.14828471159,-53291.92146308854,-53289.437781693545,-53300.701012442194
-56234.5296296909,-56234.51870234378,-56234.0681045886,-56233.470428204666,-56233.38585404269
-69914.59090923688,-69913.80198623863,-69918.73255758292,-69911.0762845481,-69916.16789640994
-72298.80549241684,-72300.1098402574,-72304.60794212573,-72303.4742509635,-72307.49773212956
-54389.06474034882,-54386.14010038176,-54382.201591129204,-54380.68624293227,-54387.9564847717
-64650.825295553754,-64649.887450831855,-64647.72403103573,-64650.00567678158,-64649.42793837932
-54134.912983349896,-53506.05947159968,-57105.90080195364,-56700.02645822011,-57210.49637935709
-70906.6871706316,-70909.58173570776,-70917.03690182668,-70909.0238287967,-70903.88252845213
-64400.295393610635,-64399.54880938649,-64400.316586996436,-64401.66014311654,-64399.959811581066
-51322.10884549555,-51324.41315935573,-51317.002224014424,-51317.36141280923,-51319.11115934722
-54749.3457650511,-54751.68161380895,-54756.97697201234,-54756.59747057379,-54753.94240448687
-56190.59309677239,-56187.55876234436,-56190.05595783538,-56186.973251269665,-56188.90513720262
-50579.91886951722,-50561.87919232146,-50550.10620700624,-50557.185273487106,-50556.49948272989
-74263.61694104134,-74261.12730711672,-74265.63198008975,-74264.3459519661,-74263.295658505
-52733.05894453429,-52949.12215750334,-52236.01693128016,-50299.515671896086,-50386.57534809757
-54711.82483397993,-54371.762377134575,-54707.77429828252,-54683.96181624679,-53878.66478687936
-57253.37137457799,-58082.58090388636,-57797.714647800814,-57423.023420173995,-57299.09386677085
-79058.76607128249,-79059.11796772346,-79055.02541407384,-79054.84116186442,-79061.28721323838
-18790.4507198725,-56413.86299650966,-56215.389752119205,-55018.87526277934,-55844.05239472268
-33655.461972175865,-33655.04872001793,-33659.11135428118,-33655.11962710691,-33657.794023704686
-53786.96037545417,-53801.20864431118,-53790.53648958332,-53800.68927710412,-53790.14606558234
-40478.76703717341,-40487.22820561095,-40475.959914825915,-40486.39831876573,-40474.07914788679
